LL_LAT,LL_LON,UL_LAT,UL_LON,UR_LAT,UR_LON,LR_LAT,LR_LON,MISSION,ROLL,FRAME,YYYYMMDD,NADIR_LAT,NADIR_LON,SQ_KM_AREA,ORIENTATION,URL
15.377223,39.974927,15.386294,40.659381,16.204279,40.527962,16.195208,39.843509,ISS066,E,99690,20211230,15.2,42.8,6690,97.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99690.JPG
15.384365,39.971934,15.406373,40.636803,16.218696,40.505247,16.196688,39.840378,ISS066,E,99689,20211230,15.2,42.8,6474,97.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99689.JPG
15.388265,39.959051,15.397438,40.642135,16.214888,40.511123,16.205715,39.828039,ISS066,E,99688,20211230,15.2,42.8,6672,97.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99688.JPG
15.392817,39.959706,15.405949,40.639429,16.217344,40.506061,16.204212,39.826339,ISS066,E,99687,20211230,15.2,42.8,6596,97.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99687.JPG
15.393867,39.965058,15.402445,40.710711,16.279013,40.482434,16.270435,39.736781,ISS066,E,99694,20211230,14.8,43.2,7815,101.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99694.JPG
15.401149,39.997489,15.413731,40.688222,16.247111,40.468670,16.234529,39.777936,ISS066,E,99696,20211230,14.8,43.2,6895,102.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99696.JPG
15.405108,48.717284,15.902099,48.759242,15.995321,47.878453,15.498329,47.836495,ISS042,E,280979,20150217,14.5,49.4,5268,175.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS042/ISS042-E-280979.JPG
15.408068,-3.650130,15.897765,-4.503185,15.093265,-5.057366,14.603569,-4.204311,ISS066,E,154571,20220206,17.1,-7.9,11449,247.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-154571.JPG
15.408330,39.993667,15.425310,40.679415,16.254403,40.460124,16.237423,39.774376,ISS066,E,99695,20211230,14.8,43.2,6822,101.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99695.JPG
15.414645,39.980223,15.411732,40.693366,16.261871,40.468841,16.264784,39.755698,ISS066,E,99693,20211230,14.8,43.2,7219,102.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99693.JPG
15.419535,39.982651,15.443549,40.664612,16.269139,40.442238,16.245126,39.760277,ISS066,E,99692,20211230,14.8,43.2,6775,102.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-99692.JPG
15.422609,-23.887701,15.391681,-24.900622,14.395772,-24.915679,14.426700,-23.902758,ISS067,E,26939,20220424,11.5,-26.3,12074,269.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-26939.JPG
15.435313,-23.987417,15.375872,-24.980018,14.338205,-25.114600,14.397646,-24.121999,ISS067,E,26943,20220424,11.5,-26.3,12239,264.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-26943.JPG
15.552514,20.493431,14.900049,20.204241,14.345742,21.176487,14.998206,21.465678,ISS065,E,443556,20211008,15.6,19.4,9513,-24.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443556.JPG
15.558571,-97.362155,16.159682,-97.053069,16.557139,-97.994960,15.956028,-98.304046,ISS062,E,125033,20200404,15.3,-97.6,8205,153.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-125033.JPG
15.576657,-22.741168,15.703386,-23.760888,14.720312,-24.078015,14.593583,-23.058296,ISS066,E,101828,20211230,15.0,-27.8,12471,258.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101828.JPG
15.584445,-22.717830,15.717416,-23.783125,14.724284,-24.121229,14.591314,-23.055934,ISS066,E,101826,20211230,15.0,-27.8,13192,258.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101826.JPG
15.584683,-22.765768,15.711179,-23.791290,14.728658,-24.106923,14.602162,-23.081401,ISS066,E,101825,20211230,15.0,-27.8,12529,258.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101825.JPG
15.585071,121.656925,16.243795,121.470471,16.098257,120.642527,15.439533,120.828980,ISS045,E,178223,20151208,18.5,119.8,6825,198.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS045/ISS045-E-178223.JPG
15.591146,20.545388,14.946644,20.247099,14.389967,21.188189,15.034469,21.486478,ISS065,E,443559,20211008,15.7,19.5,9247,-25.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443559.JPG
15.593003,20.531601,14.938957,20.234576,14.378712,21.176387,15.032758,21.473412,ISS065,E,443558,20211008,15.7,19.5,9365,-25.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443558.JPG
15.641694,-84.203625,14.902695,-83.856564,15.095206,-83.357845,15.834204,-83.704906,ISS030,E,82119,20120121,15.8,-84.3,5202,-64.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS030/ISS030-E-82119.JPG
15.643860,-16.201036,15.519872,-18.219790,13.803497,-18.155095,13.927485,-16.136340,ISS064,E,46392,20210324,15.1,-21.5,41622,-88.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-46392.JPG
15.644429,-2.856353,15.180165,-3.138975,14.732663,-2.475509,15.196928,-2.192888,ISS065,E,206908,20210724,15.7,-3.2,5196,-32.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-206908.JPG
15.656645,-0.353711,16.258488,-0.854026,15.805134,-1.647623,15.203291,-1.147308,ISS055,E,35616,20180427,18.2,-3.9,8402,223.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS055/ISS055-E-35616.JPG
15.677169,-4.600511,14.020652,-5.268760,13.544433,-4.094791,15.200950,-3.426542,ISS010,E,8214,20041122,14.6,-3.2,27134,69.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS010/ISS010-E-8214.JPG
15.679387,-25.596225,13.832711,-25.236957,15.339357,-22.040190,17.186033,-22.399458,ISS066,E,101842,20211230,13.5,-26.6,76944,189.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101842.JPG
15.707682,-3.208962,16.424968,-4.429372,15.147987,-5.104195,14.430701,-3.883784,ISS066,E,154573,20220206,17.3,-7.8,24397,250.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-154573.JPG
15.718837,-22.882732,15.638691,-24.239137,14.480438,-24.330036,14.560584,-22.973630,ISS067,E,26938,20220424,11.6,-26.3,18708,267.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-26938.JPG
15.738249,49.962342,16.206050,50.105205,16.480428,49.267939,16.012627,49.125076,ISS061,E,101268,20191229,17.8,49.5,5129,166.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-101268.JPG
15.743801,-13.034833,15.274732,-13.409348,14.824469,-12.760165,15.293538,-12.385650,ISS062,E,82398,20200306,17.0,-11.7,5655,-40.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82398.JPG
15.757471,49.235540,16.250736,48.824494,15.977515,47.866682,15.484251,48.277729,ISS061,E,101271,20191229,17.3,49.9,6970,212.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-101271.JPG
15.760191,119.771501,15.874827,120.601190,16.839094,120.171703,16.724459,119.342013,ISS064,E,29699,20210208,17.7,117.6,10101,109.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-29699.JPG
15.771836,31.294436,13.299185,31.460420,14.071456,33.139250,16.544107,32.973266,ISS061,E,67131,20191204,16.9,37.2,51236,92.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-67131.JPG
15.801726,-22.757458,15.707080,-24.254646,14.448208,-24.410100,14.542853,-22.912912,ISS067,E,26937,20220424,11.6,-26.4,22370,266.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-26937.JPG
15.821500,11.828468,16.483994,11.485394,16.097239,10.847401,15.434746,11.190475,ISS062,E,44501,20200219,20.4,8.8,6616,218.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44501.JPG
15.827031,11.822069,16.492408,11.475801,16.100771,10.834305,15.435395,11.180573,ISS062,E,44500,20200219,20.4,8.8,6700,219.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44500.JPG
15.842065,-22.695929,15.708087,-24.126269,14.522494,-24.269670,14.656471,-22.839330,ISS067,E,26934,20220424,11.6,-26.4,20050,266.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-26934.JPG
15.847734,-15.693510,16.292081,-15.340418,16.863154,-15.933711,16.418807,-16.286803,ISS066,E,136511,20220205,15.9,-15.0,5532,138.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-136511.JPG
15.860704,25.191710,14.514946,25.270494,14.642325,27.271651,15.988084,27.192867,ISS066,E,91590,20211130,14.2,25.8,32316,4.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-91590.JPG
15.875037,-88.662684,15.823805,-87.980523,17.101021,-87.743865,17.152253,-88.426026,ISS038,E,54806,20140221,13.8,-89.0,10496,76.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS038/ISS038-E-54806.JPG
15.876961,20.394533,15.297873,20.088658,14.817104,20.968224,15.396192,21.274099,ISS065,E,443560,20211008,15.8,19.6,7843,-27.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443560.JPG
15.877759,11.892532,16.495821,11.521479,16.098315,10.839006,15.480253,11.210059,ISS062,E,44505,20200219,19.9,9.2,6781,219.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44505.JPG
15.886355,-16.790149,15.656101,-16.404052,16.789184,-16.062477,17.019439,-16.448574,ISS062,E,275,20200206,20.0,-17.2,6137,59.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-275.JPG
15.897043,-22.528250,15.804105,-23.867531,14.664558,-23.905870,14.757497,-22.566589,ISS067,E,26932,20220424,11.7,-26.4,18200,268.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-26932.JPG
15.907273,12.025921,16.807204,11.540426,16.267330,10.677123,15.367399,11.162618,ISS062,E,44499,20200219,20.6,8.6,12371,220.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44499.JPG
15.917016,11.907837,16.542129,11.519221,16.130905,10.831992,15.505791,11.220608,ISS062,E,44503,20200219,20.0,9.1,7020,220.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44503.JPG
15.920270,33.984088,13.524290,35.546285,14.390105,37.312838,16.786085,35.750641,ISS062,E,51148,20200223,15.8,36.2,66796,119.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-51148.JPG
15.937602,-4.823667,15.179298,-4.438253,15.250681,-3.732122,16.008985,-4.117536,ISS047,E,47685,20160407,10.5,-1.3,6719,39.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS047/ISS047-E-47685.JPG
15.940994,-88.638518,15.894459,-87.958470,17.171319,-87.737041,17.217855,-88.417089,ISS038,E,54807,20140221,13.8,-89.0,10436,78.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS038/ISS038-E-54807.JPG
15.954954,11.890425,16.575604,11.527447,16.161647,10.838771,15.540998,11.201750,ISS062,E,44502,20200219,20.1,9.1,6879,218.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44502.JPG
15.963041,-13.087434,15.489255,-13.442923,15.026661,-12.801416,15.500447,-12.445927,ISS062,E,82397,20200306,17.1,-11.7,5593,-39.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82397.JPG
15.974029,33.965838,18.380836,32.408541,17.504123,30.645114,15.097316,32.202411,ISS062,E,51147,20200223,15.9,36.2,66559,119.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-51147.JPG
15.988576,32.689138,15.216312,32.164175,14.853730,32.616264,15.625994,33.141227,ISS067,E,315934,20220903,12.5,33.2,6444,232.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-315934.JPG
15.998940,23.245945,14.052512,25.349693,15.389389,26.606772,17.335817,24.503024,ISS064,E,457,20201025,16.1,23.4,62734,-40.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-457.JPG
16.004016,-98.343690,15.498292,-97.991282,16.129277,-97.313006,16.635000,-97.665414,ISS065,E,56264,20210521,19.0,-97.4,6732,37.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-56264.JPG
16.011555,25.579949,14.744166,25.376363,14.486186,27.339717,15.753575,27.543303,ISS066,E,183903,20220326,14.6,25.3,30377,-7.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183903.JPG
16.015947,-3.052720,16.882790,-4.461159,15.410186,-5.260144,14.543343,-3.851705,ISS066,E,154576,20220206,17.5,-7.6,33001,248.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-154576.JPG
16.019746,-24.414893,14.645578,-24.968312,13.981535,-23.553782,15.355703,-23.000362,ISS066,E,101862,20211230,11.7,-25.2,27664,-29.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101862.JPG
16.045556,-24.379164,14.617674,-25.099346,13.926347,-23.622454,15.354230,-22.902273,ISS066,E,101863,20211230,11.7,-25.2,31202,-35.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101863.JPG
16.049263,-24.405378,14.657627,-24.990780,13.981382,-23.546593,15.373017,-22.961191,ISS066,E,101859,20211230,11.7,-25.2,28791,-32.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101859.JPG
16.078084,-88.572298,16.005094,-87.948844,17.072800,-87.787288,17.145791,-88.410742,ISS038,E,54808,20140221,13.9,-89.0,8046,79.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS038/ISS038-E-54808.JPG
16.090179,10.818371,15.441659,11.186630,15.858988,11.883502,16.507507,11.515243,ISS062,E,44504,20200219,20.0,9.1,7214,218.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44504.JPG
16.094254,-25.011299,14.235666,-24.901354,14.251626,-22.686904,16.110214,-22.796850,ISS064,E,12059,20201212,12.0,-23.1,49243,2.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-12059.JPG
16.094375,-16.632549,15.920855,-15.813979,16.820905,-15.696589,16.994425,-16.515159,ISS066,E,183990,20220326,17.2,-19.7,8997,84.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183990.JPG
16.100421,10.834210,15.482661,11.202465,15.886487,11.891595,16.504246,11.523340,ISS062,E,44506,20200219,19.9,9.2,6842,218.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44506.JPG
16.106398,33.023699,13.173244,31.524440,12.306343,33.917968,15.239497,35.417227,ISS061,E,113645,20200103,15.9,33.9,99935,246.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-113645.JPG
16.132261,-13.259171,15.676938,-13.636856,15.216199,-12.991240,15.671522,-12.613555,ISS062,E,82396,20200306,17.1,-11.8,5583,-41.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82396.JPG
16.149962,-15.228701,16.791350,-15.668404,16.428954,-17.209096,15.787566,-16.769393,ISS066,E,183987,20220326,16.4,-20.5,13649,202.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183987.JPG
16.156452,-4.856477,15.100611,-4.527431,15.118931,-3.766717,16.174771,-4.095763,ISS047,E,47667,20160407,9.1,-2.4,9656,32.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS047/ISS047-E-47667.JPG
16.160079,-15.267467,16.807178,-15.723868,16.449463,-17.262164,15.802363,-16.805763,ISS066,E,183988,20220326,16.5,-20.4,13780,204.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183988.JPG
16.160724,-3.973833,15.526079,-3.549985,15.783628,-3.046925,16.418273,-3.470773,ISS066,E,125105,20220122,16.9,-4.2,5104,119.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-125105.JPG
16.161558,-8.663205,14.897793,-8.281433,15.499634,-6.364828,16.763399,-6.746600,ISS067,E,21770,20220416,13.9,-6.4,31614,16.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-21770.JPG
16.165718,-15.191303,16.805431,-15.656379,16.409137,-17.256288,15.769424,-16.791213,ISS066,E,183986,20220326,16.3,-20.5,14366,203.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183986.JPG
16.179383,-4.756166,15.395963,-4.352701,15.465577,-3.628357,16.248997,-4.031822,ISS047,E,47686,20160407,10.6,-1.3,7100,39.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS047/ISS047-E-47686.JPG
16.180037,10.431567,15.163461,11.057489,16.107803,12.610324,17.124380,11.984402,ISS062,E,44516,20200219,17.7,11.0,25825,210.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-44516.JPG
16.213074,-15.026045,16.843109,-15.512744,16.424058,-17.081542,15.794023,-16.594843,ISS066,E,183984,20220326,16.1,-20.7,14180,205.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183984.JPG
16.219300,-14.950851,16.853735,-15.441042,16.421782,-17.037635,15.787348,-16.547444,ISS066,E,183983,20220326,16.1,-20.7,14564,204.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183983.JPG
16.243678,10.707463,15.536741,11.220749,15.975414,12.175614,16.682351,11.662328,ISS064,E,7428,20201128,14.1,13.8,10717,39.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-7428.JPG
16.246025,23.637522,14.002830,25.915801,15.226147,27.649825,17.469341,25.371545,ISS064,E,460,20201025,15.3,24.1,79625,-47.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-460.JPG
16.252679,96.385468,16.496803,96.921148,17.170908,96.509543,16.926783,95.973864,ISS065,E,1398,20210421,15.9,99.1,5478,116.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-1398.JPG
16.258693,-85.764104,16.911505,-85.925825,16.588573,-86.973100,15.935761,-86.811378,ISS038,E,54811,20140221,14.7,-88.4,8747,192.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS038/ISS038-E-54811.JPG
16.264608,-91.607289,15.727147,-92.194859,14.867548,-91.261748,15.405009,-90.674177,ISS067,E,36202,20220507,15.5,-92.2,12015,-43.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-36202.JPG
16.296441,108.206476,15.899913,107.809440,15.345163,108.338315,15.741691,108.735350,ISS065,E,235243,20210808,14.6,107.4,5126,-48.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-235243.JPG
16.306933,-13.510402,15.830374,-13.848174,15.431301,-13.172541,15.907861,-12.834770,ISS062,E,82395,20200306,17.2,-11.8,5444,-36.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82395.JPG
16.307765,9.937424,14.713456,11.108258,15.808332,13.104886,17.402641,11.934052,ISS064,E,7427,20201128,13.9,13.7,53168,41.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-7427.JPG
16.338871,108.045505,15.920540,107.651492,15.371360,108.201450,15.789691,108.595462,ISS065,E,235242,20210808,14.5,107.3,5321,-46.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-235242.JPG
16.344741,-4.573429,15.566634,-4.179447,15.635838,-3.465041,16.413945,-3.859023,ISS047,E,47687,20160407,10.6,-1.2,6946,39.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS047/ISS047-E-47687.JPG
16.353990,40.009470,15.711628,39.580830,15.172406,40.636551,15.814769,41.065191,ISS067,E,962,20220401,15.2,38.3,10843,148.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-962.JPG
16.354565,48.037636,15.113959,48.277015,15.507098,49.545555,16.747704,49.306176,ISS060,E,47826,20190830,21.6,47.0,19873,195.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS060/ISS060-E-47826.JPG
16.395493,-97.084343,14.540794,-96.543923,14.823133,-95.124193,16.677833,-95.664613,ISS062,E,85082,20200306,15.3,-104.8,33246,-76.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-85082.JPG
16.395520,39.964585,15.589932,39.557157,15.267042,40.798984,16.072631,41.206411,ISS066,E,149849,20220218,15.8,43.5,13494,154.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-149849.JPG
16.398306,-17.181335,15.776574,-16.735221,16.142902,-15.280955,16.764634,-15.727070,ISS066,E,183985,20220326,16.2,-20.6,12699,204.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-183985.JPG
16.399871,22.700689,15.915215,22.409435,15.288896,23.256025,15.773552,23.547280,ISS065,E,443566,20211008,17.0,20.5,7065,-27.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443566.JPG
16.400983,22.696839,15.912637,22.415576,15.291042,23.264335,15.779388,23.545598,ISS065,E,443568,20211008,17.0,20.5,7025,-27.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443568.JPG
16.405719,22.701204,15.919291,22.411559,15.293322,23.256543,15.779750,23.546188,ISS065,E,443567,20211008,17.0,20.5,7061,-27.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-443567.JPG
16.407461,-0.392807,16.711360,0.126124,17.409325,-0.502068,17.105427,-1.020999,ISS066,E,132169,20220130,13.2,-6.1,6557,128.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-132169.JPG
16.458099,-4.046635,15.707074,-3.723569,15.810610,-3.071275,16.561636,-3.394341,ISS047,E,47689,20160407,10.7,-1.2,6229,36.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS047/ISS047-E-47689.JPG
16.462239,10.661402,15.187787,11.868052,15.834066,12.614589,17.108518,11.407940,ISS063,E,73853,20200817,16.1,11.8,20606,-47.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-73853.JPG
16.465028,-92.179796,14.938780,-92.115107,14.914024,-91.640600,16.440272,-91.705289,ISS047,E,70111,20160421,9.4,-91.7,8620,5.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS047/ISS047-E-70111.JPG
16.478438,39.360764,14.714081,38.242261,14.694623,40.593713,16.458980,41.712216,ISS064,E,10269,20201206,12.1,36.0,49779,-35.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-10269.JPG
16.483945,-95.523906,15.948434,-95.270459,16.045340,-94.270437,16.580851,-94.523884,ISS067,E,36203,20220507,14.5,-91.5,6662,20.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-36203.JPG
16.502683,38.694339,14.469433,39.585639,15.242066,41.299493,17.275315,40.408193,ISS067,E,950,20220401,14.0,37.4,49739,109.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-950.JPG
16.502803,-99.292772,17.064024,-99.185313,17.168941,-100.272518,16.607719,-100.379976,ISS066,E,3302,20211019,16.7,-102.4,7370,171.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-3302.JPG
16.504827,-3.361116,17.270612,-3.244075,17.063105,-4.379990,16.297320,-4.497031,ISS066,E,128916,20220126,15.4,-4.9,10031,170.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-128916.JPG
16.510508,-12.253818,16.577869,-12.887338,15.780946,-12.929207,15.713584,-12.295687,ISS062,E,82407,20200306,15.5,-10.5,6043,267.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82407.JPG
16.514009,-12.269635,16.596525,-12.907334,15.790060,-12.961637,15.707544,-12.323939,ISS062,E,82405,20200306,15.6,-10.6,6174,266.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82405.JPG
16.524329,-12.262858,16.606567,-12.901837,15.798911,-12.953122,15.716672,-12.314143,ISS062,E,82406,20200306,15.6,-10.6,6192,266.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82406.JPG
16.539526,-13.797773,16.053570,-14.110484,15.700442,-13.376621,16.186397,-13.063910,ISS062,E,82394,20200306,17.2,-11.9,5560,-32.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-82394.JPG
16.560256,-62.045098,15.167560,-61.540350,15.260133,-60.971219,16.652829,-61.475967,ISS064,E,40631,20210302,16.1,-58.4,10002,-59.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-40631.JPG
16.561865,105.818856,14.170200,105.857740,14.075782,107.884766,16.467448,107.845882,ISS009,E,22538,20040914,3.3,100.8,57893,90.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS009/ISS009-E-22538.JPG
16.571583,-93.227897,17.169886,-93.013855,17.576235,-93.908559,16.977932,-94.122601,ISS066,E,100955,20211231,15.6,-92.9,7371,160.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-100955.JPG
16.609807,97.201849,17.185527,97.133480,17.087136,96.368302,16.511417,96.436671,ISS065,E,1395,20210421,17.7,97.7,5304,188.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-1395.JPG
16.611266,-88.203299,16.345572,-87.700339,17.014676,-87.352119,17.280370,-87.855079,ISS039,E,20399,20140510,16.4,-88.2,5089,65.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS039/ISS039-E-20399.JPG
